,dataid,status,foundation_pier_beam,foundation_slab,spend_time_at_home_none,spend_time_at_home_monday,spend_time_at_home_tuesday,spend_time_at_home_wednesday,spend_time_at_home_thursday,spend_time_at_home_friday,ethnicity_asian_pacific_islander,ethnicity_black_african_american,ethnicity_caucasian_other_than_hispanic_or_latino,ethnicity_hispanic_or_latino,ethnicity_native_american_alaska_native,ethnicity_other,ethnicity_decline,residents_under_5,residents_6_to_12,residents_13_to_18,residents_19_to_24,residents_25_to_34,residents_35_to_49,residents_50_to_64,residents_65_and_older,education_level,total_annual_income,pv_system_own,pv_system_size,pv_system_reason,pv_system_satisfied,pv_system_features_liked,pv_system_surprising_features,pv_system_questions_asked,pv_neg_factors_too_expensive,pv_neg_factors_uncertainty,pv_neg_factors_ugly,pv_neg_factors_resale_value_concerns,pv_neg_factors_none,pv_neg_factors_other,pv_pos_factors_independence,pv_pos_factors_no_emissions,pv_pos_rate_increase_protection,pv_pos_factors_none,pv_pos_factors_other,additional_solar_future,additional_solar_size,retrofits,retrofits_weather,hvac_sealed_duct_leak,energy_efficient_windows,new_hvac,added_space,new_dishwasher,new_clotheswasher,new_clothesdryer,new_refrigerator,new_oven,other_changes,hvac_central_air_gas_furnace,hvac_central_air_electric_heating,heat_pump_split,hvac_geothermal_heat_pump,hvac_window_unit_ac,hvac_ductless_minisplit,hvac_no_ans,ac_compressor_num,temp_setting_weekday_workday_sumr,temp_setting_weekday_morning_sumr,temp_setting_weekday_evening_sumr,temp_setting_weekday_sleeping_hr_sumr,temp_setting_weekend_daylight_sumr,temp_setting_weekday_workday_wintr,temp_setting_weekday_morning_wintr,temp_setting_weekday_evening_wintr,temp_setting_sleeping_hr_wintr,temp_setting_weekend_daylight_wintr,thermostat_brand,thermostat_is_programmable,thermostat_programming_level,any_annual_ac_svc,electronic_device_cable_box_number,electronic_device_dvr_number,electronic_device_router_number,electronic_device_gaming_sys_number,electronic_device_other,water_heater_type,water_heater_type_other,any_electric_vehicle,electric_vehicle_year,electric_vehicle_make,electric_vehicle_model,vehicle_chargn_home,vehicle_chargn_level2ev,vehicle_chargn_public,vehicle_chargn_work,vehicle_chargn_work_avail,vehicle_chargn_time,electric_vehicle_satisfied,electric_vehicle_features_liked,electric_vehicle_buy_reason_envir,electric_vehicle_buy_reason_save_money,electric_vehicle_buy_reason_new_tech_interest,electric_vehicle_buy_reason_performance,electric_vehicle_buy_reason_quietness,electric_vehicle_buy_reason_other_recommended,electric_vehicle_buy_again,any_family_frnd_living,any_family_frnd_living_details,have_dishwasher,have_clotheswasher_front_load,have_clotheswasher_top_load,have_water_softner,have_icemaker,have_swimming_pool,have_hot_tub,have_outdoor_sprinkler,have_landscape_water_feature,have_automated_drip_irrigation,have_water_garden,have_other_water_using_appliance,water_activity_watering_plants,water_activity_wash_vehicle,water_activity_wash_house_exterior,water_activity_other,water_line_broke_by_u,water_line_broke_by_someone,water_line_broke_by_u2,water_line_broke_by_someone2,low_level_water_leak_discovered_by_u,low_level_water_leak_discovered_by_someone,continuous_water_flow_discovered_by_you,continuous_water_flow_discovered_by_someone,continuous_water_flow_discovered_by_u2,continuous_water_flow_discovered_by_someone2,water_leak_caused_financial_cost,collect_water_rain,collect_water_rain_way,collect_water_rain_way_other,any_water_utility_prog_particiaption_no,any_water_utility_prog_particiaption_yes_rebates,any_water_utility_prog_particiaption_yes_coupons,any_water_utility_prog_particiaption_yes_consults,any_water_utility_prog_particiaption_other,any_water_utility_prog_particiaption_other2,any_irrigation_audit,any_water_conserve_prog,any_water_conserve_prog_useful,energy_saving_led,energy_saving_attic_insulation,energy_saving_efficient_windows,energy_saving_efficient_furnace,energy_saving_efficient_ac,energy_saving_efficient_water_heater,energy_saving_efficient_thermostat,energy_saving_add_caulking,energy_saving_replace_showerhead,energy_saving_renewable_sys,energy_saving_other,energy_spending_general_approach1,energy_spending_general_approach2,energy_spending_general_approach3,energy_development_oil,energy_development_wind,energy_development_natural_gas,energy_development_natural_gas_shale,energy_development_nuclear,energy_development_coal,energy_development_solar,energy_development_hydropower,energy_development_bioenergy,can_reduce_energy_consumption,know_steps_reduce_energy_consumption,cannot_reduce_energy_consumption,individual_responsible_energy_reduce,energy_reduce_regulation,energy_reduce_risky,can_lower_energy_use,energy_reduce_other_ways
242,9729,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,0,2,0,1,0,2,0,0,Postgraduate degree,"$100,000 - $149,999",Yes,6.2,"We figured we would break even on the cost in 7-10 years.  We were sure we would be in the house that long, so it was worth it in the long run. ",Very,$ it saves.  I LOVE my low or non-existent energy bill. ,Some are just surprised that we actually have solar.  It's still novel. ,They want to know how much money it saves us each month. ,,,,,,,,,,,,No,,No,,,,,,,,,,,,Split system with gas furnace,,,,,,,1,78,78,78,78,78,72,72,72,72,72,Honeywell,Yes,Moderately difficult,Yes,3,1,1,1,There is often at least one computer plugged in. ,Gas - tank,,Yes,2012,Nissan,Leaf,0%,100%,0%,0%,I work from home,I have pre-set a delayed charge through my vehicle's telematics service (e.g. OnStar for Volts and CarWings for Leafs),Very satisfied,"Power, speed, performance",Environmental benefit,Saving money on gasoline,,Acceleration and performance of EVâ€™s,Quietness,,No,No,,Dishwashing machine,,Clothes washing machine that is top loading,,Automatic ice maker (in your freezer),,,,,,,,Hand watering plants,,,,You,,,,,,You,,,,,No,,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,,,,,,,Add caulking or weather stripping around your windows and/or doors,,,,Strongly agree,Slightly agree,Slightly agree,Slightly oppose,Strongly support,Neither,Neither,Neither,Strongly oppose,Strongly support,Slightly support,Slightly support,Neither,Neither,Slightly agree,Slightly disagree,Slightly agree,Strongly disagree,Slightly disagree,
243,9737,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,,1,,,,2,,,Postgraduate degree,"$100,000 - $149,999",Yes,10,cost and environment,Somewhat satisfied,"low bills, low emissions",,,,,,,,,,,,,,No,,No,,,,,,,,,,,,Split system with gas furnace,,,,,,,3,75,77,73,71,74,73,74,71,71,72,nest,Yes,Easy,No,4,3,1,1,,Gas - tank,,No,,,,,,,,No,,,,,,,,,,Yes,No,,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,Hot tub,Outdoor sprinkler system,Landscape water feature with water pump,Automated drip irrigation,,,Hand watering plants,Hand washing vehicles,,,,,,,,,,,,,,No,,,No,,,,,I would if they offered them,No,No,,Replace incandescent lighting with LED light bulbs,,Install high-efficiency windows,,,,Install a smart thermostat,,,Install a renewable energy system )e.g. PV solar cells and battery storage),,Slightly disagree,Slightly agree,Slightly agree,Strongly oppose,Strongly support,Strongly oppose,Slightly oppose,Neither,Strongly oppose,Strongly support,Neither,Neither,Slightly agree,Strongly agree,Strongly disagree,Slightly agree,Slightly disagree,Strongly disagree,Strongly agree,
244,9776,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,,,,,,,2,,Postgraduate degree,"$100,000 - $149,999",Yes,6,Save on electricity,Somewhat satisfied,Stable cost of electricity (prepaid 20 year lease),Produces less during hottest part of summer.,"Cost, HOA problems?",,,,,,,,,,,,No,,No,,,,,,,,,,,,Split system with gas furnace,,,,,,,2,77,78,76,74,77,72,72,72,68,72,Nest,Yes,Easy,Yes,2,2,2,None,TV and home theater (use as music jukebox) if not watching TV/Movies. 2 or 3 computers,Gas - tank,,Yes,"2013, 2015, 2017",Chevrolet,Volt (we have 3 of them),0%,95%,5%,0%,No,When I arrive home,Very satisfied,Not buying gasoline,Environmental benefit,Saving money on gasoline,Interest in new technologies,Acceleration and performance of EVâ€™s,Quietness,,No,Yes,Son home for summer from college,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),Swimming pool,Hot tub,Outdoor sprinkler system,,,,,,,Pressure washing exterior structures or sidewalks,,You,,,,,,,,,,"Broken hot water pipe in wall, slow leak, discovered from sound after several weeks. Water filtration system burst in kitchen flooding floor in middle of night.",No,,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,,,,,,Install a smart thermostat,,,Install a renewable energy system )e.g. PV solar cells and battery storage),,Strongly agree,Slightly disagree,Slightly disagree,Slightly oppose,Strongly support,Neither,Slightly oppose,Strongly support,Strongly oppose,Strongly support,Strongly support,Neither,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly disagree,Slightly disagree,
245,9869,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,,,,,,,2,,Postgraduate degree,"$50,000 - $74,999",No,,,,,,,Too expensive,Not sure how much I would benefit,Don't like the way they look,Concerned with how it might affect my home's resale value,,,,Emission-free electricity,Protection against future utility rate increases,,,No,,Yes,"Weatherized home: improved/added exterior or attic insulation, installed weather-stripping on doors, added storm doors, etc.",Sealed duct leaks on HVAC system,Installed more energy efficient windows,,,,Installed a new clothes-washer,Installed a new clothes-dryer,,,,Split system with gas furnace,,,,,,,1,78,78,75,68,78,65,65,65,65,65,Honeywell,Yes,Moderately difficult,No,1,1,1,None,,Gas - tank,,No,,,,,,,,I work from home,,,,,,,,,,No,No,,Dishwashing machine,,Clothes washing machine that is top loading,,,,,Outdoor sprinkler system,,,,,Hand watering plants,,,,,,,,,,,,,,,No,,,No,,,,,,No,No,,,Install extra attic insulation,Install high-efficiency windows,,Install high-efficiency air conditioner,,Install a smart thermostat,Add caulking or weather stripping around your windows and/or doors,Replace showerhead with water-efficient model,,,Slightly disagree,Slightly agree,Slightly agree,Slightly oppose,Slightly support,Slightly support,Neither,Slightly oppose,Slightly oppose,Slightly support,Slightly support,Slightly support,Slightly agree,Slightly disagree,Neither,Slightly disagree,Neither,Slightly disagree,Slightly agree,
246,9875,Complete,Pier and beam,,,Monday,Tuesday,Wednesday,Thursday,,,,Caucasian,,,,,,2,,,,1,1,,Postgraduate degree,"$75,000 - $99,999",No,,,,,,,,,,,,"Tree shading (Pecans, of course)",,Emission-free electricity,,,,No,,No,,,,,,,,,,,,Split system with gas furnace,,,,,,,1,79,79,79,79,79,72,72,72,72,72,Nest,Yes,Easy,No,None,None,1,1,"1 electrostatic air purifyer. Clock radio. Also, we have a Nissan Leaf which is charging at 110v most of the time it is at home.",Gas - tank,,Yes,2015,Nissan,Leaf,90%,,10%,,No,When I arrive home,Very satisfied,Environmental and societal benefits,Environmental benefit,Saving money on gasoline,Interest in new technologies,Acceleration and performance of EVâ€™s,Quietness,Recommendations from other EV owners,Yes,No,,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,,,,,,Hand watering plants,,,,,Someone you know,,Someone you know,,,,,,,I left the hose on in the yard for 24 hours one time.,Yes,Other - Write In,"I have 320 gallons of tanks, namely 250 gal + 80 gall rain barrel.",No,,,,,,No,Yes,Sink flow restrictors/aireators.,Replace incandescent lighting with LED light bulbs,,,,,,Install a smart thermostat,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly oppose,Strongly support,Slightly oppose,Slightly oppose,Strongly oppose,Strongly oppose,Strongly support,Slightly support,Slightly support,Strongly agree,Strongly agree,Slightly disagree,Slightly agree,Neither,Strongly disagree,Strongly agree,
247,9932,Complete,Pier and beam,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,,,,,,,,2,Postgraduate degree,"$50,000 - $74,999",Yes,5.2 kWh,"It is a no brainer.  With plug in vehicles, we drive on sunshine and have no electricity bills.",Very,No electric bills,No maintence and protecting the environment.,"I write green tips in our neighborhood newsletter.  As a result, we now have over 50 PV systems in our neighborhood.",,,,,,,,,,,,No,,Yes,"Weatherized home: improved/added exterior or attic insulation, installed weather-stripping on doors, added storm doors, etc.",Sealed duct leaks on HVAC system,,Installed new HVAC system,,Installed a new dishwasher,Installed a new clothes-washer,,Installed a new refrigerator,,,Split system with gas furnace,,,,,,,1,82,80,80,78,80,68,68,68,65,68,Nest,Yes,Easy,No,3,1,1,None,We have one LED lamp that is on a timer to turn on at dark and goes off at midnight.,Gas - tank,,Yes,2015,Nissan,Leaf,0%,25%,75%,0%,I work from home,I have pre-set a delayed charge through my vehicle's telematics service (e.g. OnStar for Volts and CarWings for Leafs),Very satisfied,Environmental and societal benefits,Environmental benefit,Saving money on gasoline,,Acceleration and performance of EVâ€™s,Quietness,,Yes,No,,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,,Landscape water feature with water pump,,,wildlife dripper,Hand watering plants,Hand washing vehicles,Pressure washing exterior structures or sidewalks,We use rainwater collation to water,,,,,,,,,,,,Yes,Other - Write In,multiple rain barrels,,Yes - rebates,,,,,No,Yes,I have conducted them,Replace incandescent lighting with LED light bulbs,Install extra attic insulation,Install high-efficiency windows,Install high-efficiency furnace,Install high-efficiency air conditioner,,Install a smart thermostat,Add caulking or weather stripping around your windows and/or doors,Replace showerhead with water-efficient model,Install a renewable energy system )e.g. PV solar cells and battery storage),We have 2 plug in vehicles,Strongly agree,Strongly agree,Strongly agree,Strongly oppose,Strongly support,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly support,Slightly support,Strongly support,Strongly agree,Strongly agree,Strongly disagree,Slightly disagree,Slightly agree,Strongly disagree,Strongly agree,We have 2 plug in vehicles but there was no place to add that information.
248,9933,Complete,Pier and beam,Slab,none,,,,,,,,,,,,Decline to Respond,0,2,3,0,0,2,0,0,College graduate,"$300,000 - $1,000,000",No,,,,,,,Too expensive,,,,,"Tree shaded roof, pole mounted system too expensive",Independence from the utility,,Protection against future utility rate increases,,,No,,Yes,"Weatherized home: improved/added exterior or attic insulation, installed weather-stripping on doors, added storm doors, etc.",,Installed more energy efficient windows,,,,Installed a new clothes-washer,,Installed a new refrigerator,,Replaced wood siding with hardiboard exterior,Split system with gas furnace,,,,,,,1,78,72,72,72,74,68,74,74,74,76,Nest,Yes,Easy,No,1,1,2,None,Nuuo Camera system and 6 IP cameras,Gas - tank,,No,,,,,,,,No,,,,,,,,,,No,No,,Dishwashing machine,Clothes washing machine that is front loading,,Water softener,Automatic ice maker (in your freezer),,,Outdoor sprinkler system,,,,Well for drinking water,,,,None,You,Someone you know,,Someone you know,,Someone you know,You,Someone you know,You,Someone you know,,No,,,No,,,,,,No,Yes,Natural Gardener programs,Replace incandescent lighting with LED light bulbs,Install extra attic insulation,Install high-efficiency windows,Install high-efficiency furnace,Install high-efficiency air conditioner,,Install a smart thermostat,Add caulking or weather stripping around your windows and/or doors,,,,Neither,Slightly disagree,Slightly agree,Strongly support,Strongly support,Strongly support,Strongly support,Strongly oppose,Strongly oppose,Strongly support,Strongly support,Strongly support,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly disagree,
249,9934,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,,,,,,,,2,Postgraduate degree,"$150,000 - $299,000",Yes,12,"low emissions, reliability, economics",Very,"Silent, low maintenance",I have had to fix some problems myself. The system is so complex that even the solar installer and tech support do not fully understand it.  Most people would not have the technical background to notice or diagnose the things that I have fixed.,It is economical to install solar given the cost and rebates.,,,,,,,,,,,,No,,Yes,"Weatherized home: improved/added exterior or attic insulation, installed weather-stripping on doors, added storm doors, etc.",Sealed duct leaks on HVAC system,Installed more energy efficient windows,Installed new HVAC system,,,,,,,,,,Heat Pump,,,,,1,75,75,75,72,75,72,72,72,72,72,carrier,No,Easy,No,2,1,1,None,,Electric - tank,,Yes,"2011, 2012","Nissan, Chevrolet","Leaf, Volt",0%,100%,0%,5%,Yes,When I arrive home,Very satisfied,"Power, speed, performance",Environmental benefit,Saving money on gasoline,Interest in new technologies,Acceleration and performance of EVâ€™s,Quietness,Recommendations from other EV owners,No,No,,Dishwashing machine,,Clothes washing machine that is top loading,,,,,,,,,rain collection system,Hand watering plants,,,,You,,,,,,You,,,,"We left hose sprinkers on timers while on vacation.  One timer stuck in the ON position, resulting in a $900 water bill. Now we use two timers in series to try to prevent this.",Yes,Other - Write In,"two tanks, 2500 gallons total",,Yes - rebates,,,,,No,No,,Replace incandescent lighting with LED light bulbs,Install extra attic insulation,Install high-efficiency windows,Install high-efficiency furnace,Install high-efficiency air conditioner,,Install a smart thermostat,Add caulking or weather stripping around your windows and/or doors,Replace showerhead with water-efficient model,Install a renewable energy system )e.g. PV solar cells and battery storage),"egauge, water heater timer",Strongly agree,Slightly agree,Strongly agree,Strongly oppose,Strongly support,Slightly oppose,Slightly oppose,Strongly oppose,Strongly oppose,Strongly support,Slightly support,Slightly support,Slightly disagree,Strongly agree,Slightly disagree,Strongly agree,Slightly disagree,Strongly disagree,Neither,"We are close to zero net energy, including cars.  I bike to work, typically 2 days per week, on road bike and electric bike.  We have 12 KWH of battery backup with our solar system (dual Xantrex 6048). Yard tools are electric."
250,9937,Complete,,Slab,,Monday,Tuesday,Wednesday,Thursday,Friday,,,Caucasian,,,,,,,,,,,,2,College graduate,"$150,000 - $299,000",Yes,8625,Want to minimize carbon footprint AND hedge against future energy costs.,Very,net-zero opertation,,costs and savings,,,,,,,,,,,,No,,,,,,,,,,,,,,Split system with gas furnace,,,,,,,1,77,74,74,75,76,66,68,68,65,66,Nest,Yes,Easy,No,1,1,1,None,one lamp 3watts.  porch lights 6pm-11pm 6 watts,Gas - tankless,,Yes,2013,Chevy,Volt,0%,100%,0%,0%,No,When I arrive home,Very satisfied,Impressive technology,Environmental benefit,Saving money on gasoline,Interest in new technologies,Acceleration and performance of EVâ€™s,Quietness,Recommendations from other EV owners,Yes,Yes,Daughter and granddaughter stay a total of 6 weeks/year,Dishwashing machine,Clothes washing machine that is front loading,,,Automatic ice maker (in your freezer),,,,,,,,,,,pressure wash rarely,,,,,,,You,,,,"Housesitter left hose on-she was supposed to water for 20 minutes, but forgot and left on for a couple of days.",No,,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,Install extra attic insulation,Install high-efficiency windows,Install high-efficiency furnace,Install high-efficiency air conditioner,Install a high-efficiency tankless water heater,Install a smart thermostat,Add caulking or weather stripping around your windows and/or doors,,Install a renewable energy system )e.g. PV solar cells and battery storage),,Strongly agree,Strongly agree,Strongly agree,Slightly oppose,Strongly support,Strongly support,Strongly oppose,Slightly oppose,Strongly oppose,Strongly support,Slightly support,Slightly support,Slightly agree,Strongly agree,Slightly disagree,Strongly agree,Strongly agree,Strongly disagree,Slightly agree,"51. I have already taken most of the steps to reduce energy bills... the steps I took were not extremely difficult or too expensive.  My answers apply to further steps to take, which might give you a different answer than you are looking for.  You might want to rephrase these questions to make them more general, or allow for steps already taken plus steps to be taken."
251,9939,Complete,Pier and beam,,none,,,,,,,,Caucasian,,,,,,3,,,,2,,,College graduate,"$100,000 - $149,999",Yes,6,$,Somewhat satisfied,would like sun tracking,"not much, the logging i suppose",,,,,,,,,,,,,Yes,4,No,,,,,,,,,,,,Split system with gas furnace,,,,,,,2,83,80,79,78,78,65,69,69,69,69,Nest,Yes,Easy,No,None,None,1,None,server=250w,Gas - tankless,,No,,,,,,,,Yes,,,,,,,,,,Yes,No,,Dishwashing machine,Clothes washing machine that is front loading,,,,,,,,,,,,Hand washing vehicles,Pressure washing exterior structures or sidewalks,,,Someone you know,,Someone you know,,Someone you know,You,,You,,,No,,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,,Install high-efficiency windows,,,Install a high-efficiency tankless water heater,Install a smart thermostat,Add caulking or weather stripping around your windows and/or doors,,Install a renewable energy system )e.g. PV solar cells and battery storage),,Strongly agree,Strongly agree,Strongly agree,Slightly oppose,Strongly support,Neither,Slightly oppose,Strongly support,Strongly oppose,Strongly support,Strongly support,Strongly oppose,Slightly agree,Slightly agree,Strongly disagree,Neither,Slightly disagree,Strongly disagree,Slightly agree,
252,9942,Complete,Pier and beam,Slab,,Monday,Tuesday,Wednesday,Thursday,,,,Caucasian,,,,,,,,,,,2,,Postgraduate degree,"$300,000 - $1,000,000",Yes,700,To reduce energy cost and lower environmental impact and demonstrate to neighbors that these options exist,Very,Zero maintenance,Reliability and durability,Cost and upkeep requirements,,,,,,,,,,,,No,,No,,,,,,,,,,,,Split system with gas furnace,,,,,,,2,74,74,74,72,74,70,70,70,68,70,Lennox,Yes,Easy,Yes,2,2,1,None,Refrigerator,Gas - tank,,No,,,,,,,,No,,,,,,,,,,Yes,Yes,We have two daughters in college in Houston who visit on weekends and during school vacations,Dishwashing machine,Clothes washing machine that is front loading,,,,,,Outdoor sprinkler system,,,Water garden or pond,,Hand watering plants,,,,You,,You,,,,You,,You,,Leak from attic water heater,Yes,Large cistern,,No,,,,,,No,No,,Replace incandescent lighting with LED light bulbs,Install extra attic insulation,Install high-efficiency windows,Install high-efficiency furnace,Install high-efficiency air conditioner,,Install a smart thermostat,Add caulking or weather stripping around your windows and/or doors,Replace showerhead with water-efficient model,Install a renewable energy system )e.g. PV solar cells and battery storage),solar water heater,Strongly agree,Slightly agree,Strongly agree,Slightly oppose,Strongly support,Strongly support,Strongly support,Strongly oppose,Strongly oppose,Strongly support,Strongly support,Strongly support,Strongly agree,Strongly agree,Strongly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Strongly agree,Thank you for Pecan Street's work.
253,9982,Complete,,Slab,,,Tuesday,Wednesday,Thursday,,,,Caucasian,,,,,4,2,0,0,0,2,0,0,Postgraduate degree,"$50,000 - $74,999",Yes,4,"Ecologicallysound, cheaper energy, lower carbon footprint and incentives at the time made it financially possible.",Very,"Low care, inexpensive utility bills",The price fluctuation from Austin Energy and how that has changed as well as how we weren't always given financial credit for our energy credits.,"Price, installation problems, if the panels have paid for themselves.",,,,,,,,,,,,Yes,Unknown,Yes,,,,,,Installed a new dishwasher,Installed a new clothes-washer,,Installed a new refrigerator,Installed a new  range/oven,,Split system with gas furnace,,,,,,,1,79,77,78,76,79,79,77,77,76,60,Honeywell,Yes,Moderately difficult,No,None,None,1,1,,Gas - tank,,No,,,,,,,,I work from home,,,,,,,,,,Yes,No,,Dishwashing machine,,Clothes washing machine that is top loading,,Automatic ice maker (in your freezer),,,,,,,,Hand watering plants,,,,,Someone you know,,Someone you know,,Someone you know,You,,,Someone you know,Parents had leak from dishwSher. We have a broken sprinkler head that was leaking profusely when sprinklers got turned on.,Yes,Rain barrel,,No,,,,,,No,No,,,,,,,,,,Replace showerhead with water-efficient model,Install a renewable energy system )e.g. PV solar cells and battery storage),,Strongly agree,Strongly agree,Strongly agree,Strongly oppose,Strongly support,Slightly oppose,Strongly oppose,Slightly oppose,Strongly oppose,Strongly support,Strongly support,Strongly support,Strongly agree,Strongly agree,Slightly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,"Changing my energy and water use at this point is just financial. Would like to change my Windows, increase insulation, change all bulbs in the home to led, get a better rainbarrel system, etc, but need the finances to decide which project and when."
